sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = Biathlon 24
2082,1717486129,0.7,0.0,1.4,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027869030833,14.657692909240723,
2082,1717486130,0.72,0.0,1.4,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,367.0,63.19027869030833,14.657692573964596,
2082,1717486131,0.73,0.0,1.5,5.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,21.0,0.0,367.0,63.19027869030833,14.6576923225075,
2082,1717486132,0.75,0.0,1.5,9.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,48.0,0.0,367.0,63.190278774127364,14.657691987231374,
2082,1717486133,0.76,0.0,1.6,9.0,102.0,0.0,1.0,310.0,330.0,39.3,40.5,28.0,26.0,54.0,0.0,367.0,63.190278774127364,14.657691651955247,
2082,1717486134,0.78,0.0,1.6,9.0,96.0,0.0,1.0,310.0,330.0,39.3,40.5,18.0,15.0,33.0,0.0,367.0,63.190278774127364,14.657691400498152,
2082,1717486135,0.79,0.0,1.7,3.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,0.0,367.0,63.190278857946396,14.657691065222025,
2082,1717486136,0.81,0.0,1.7,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,367.0,63.190278857946396,14.65769081376493,
2082,1717486137,0.82,0.0,1.8,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190278857946396,14.657690478488803,
2082,1717486138,0.84,0.0,1.8,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027894176543,14.657690143212676,
2082,1717486139,0.85,0.0,1.9,0.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027894176543,14.657689891755581,
2082,1717486140,0.87,0.0,2.0,0.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027894176543,14.657689556479454,
2082,1717486141,0.89,0.0,2.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027902558446,14.657689305022359,
2082,1717486142,0.9,0.0,2.1,0.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027902558446,14.657688969746232,
2082,1717486143,0.95,0.0,2.0,0.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19027944467962,14.657688634470105,
2082,1717486144,0.99,0.0,2.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190279779955745,14.657688299193978,
2082,1717486145,1.04,0.0,2.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.1902801990509,14.657687963917851,
2082,1717486146,1.09,0.0,2.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028061814606,14.657687628641725,
2082,1717486147,1.13,0.0,2.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028095342219,14.657687293365598,
2082,1717486148,1.18,0.0,1.9,0.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028137251735,14.65768695808947,
2082,1717486149,1.23,0.0,1.9,0.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190281791612506,14.657686622813344,
2082,1717486150,1.27,0.0,1.9,0.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028212688863,14.657686287537217,
2082,1717486151,1.32,0.0,1.9,0.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028254598379,14.65768595226109,
2082,1717486152,1.37,0.0,1.8,0.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028296507895,14.657685616984963,
2082,1717486153,1.42,0.0,1.8,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19028338417411,14.657685281708837,
2082,1717486154,1.46,0.0,1.8,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190283719450235,14.65768494643271,
2082,1717486155,1.51,0.0,1.8,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190284138545394,14.657684611156583,
2082,1717486156,1.56,0.0,1.8,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028455764055,14.657684275880456,
2082,1717486157,1.6,0.0,1.7,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028489291668,14.657683940604329,
2082,1717486158,1.65,0.0,1.7,0.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028531201184,14.657683605328202,
2082,1717486159,1.7,0.0,1.7,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190285731107,14.657683270052075,
2082,1717486160,1.74,0.0,1.7,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028606638312,14.657682934775949,
2082,1717486161,1.79,0.0,1.7,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028648547828,14.657682599499822,
2082,1717486162,2.01,0.0,1.4,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190286653116345,14.65767815709114,
2082,1717486163,2.23,0.0,1.1,0.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,63.19028673693538,14.657673798501492,
2082,1717486164,2.45,0.0,0.8,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.19028673693538,14.65766935609281,
2082,1717486165,2.67,0.0,0.5,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.19028673693538,14.657664997503161,
2082,1717486166,2.92,0.0,0.7,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.1902854796499,14.657661393284798,
2082,1717486167,3.17,0.0,0.8,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,63.19028397090733,14.657657789066434,
2082,1717486168,3.42,0.0,0.9,0.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,63.19028246216476,14.65765418484807,
2082,1717486169,3.67,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028246216476,14.657650580629706,
2082,1717486170,3.91,0.0,1.1,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028246216476,14.657646976411343,
2082,1717486171,4.6,0.0,1.3,0.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19028497673571,14.65764094144106,
2082,1717486172,5.29,0.0,1.4,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190290508791804,14.657634906470776,
2082,1717486173,5.98,0.0,1.6,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.1902960408479,14.657628871500492,
2082,1717486174,6.66,0.0,1.8,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030165672302,14.65762292034924,
2082,1717486175,7.35,0.0,2.0,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190307188779116,14.657616885378957,
2082,1717486176,8.04,0.0,2.1,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031272083521,14.657610850408673,
2082,1717486177,8.73,0.0,2.3,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031800143421,14.657606407999992,
2082,1717486178,8.77,0.0,2.1,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031800143421,14.657606407999992,
2082,1717486179,8.81,0.0,2.0,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031800143421,14.657606407999992,
2082,1717486180,8.85,0.0,1.8,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190317917615175,14.657607162371278,
2082,1717486181,8.9,0.0,1.7,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031774997711,14.657608000561595,
2082,1717486182,8.94,0.0,1.5,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031766615808,14.65760875493288,
2082,1717486183,8.98,0.0,1.3,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031749852002,14.657609593123198,
2082,1717486184,9.02,0.0,1.2,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190317414700985,14.657610347494483,
2082,1717486185,9.07,0.0,1.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19031724706292,14.6576111856848,
2082,1717486186,9.11,0.0,0.9,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031716324389,14.657611940056086,
2082,1717486187,9.26,0.0,0.6,0.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031615741551,14.65761311352253,
2082,1717486188,9.27,0.0,0.6,0.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031615741551,14.657613197341561,
2082,1717486189,9.29,0.0,0.6,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031615741551,14.657613364979625,
2082,1717486190,9.3,0.0,0.6,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031632505357,14.657613448798656,
2082,1717486191,9.32,0.0,0.6,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190316408872604,14.65761361643672,
2082,1717486192,9.33,0.0,0.6,0.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031657651067,14.657613700255752,
2082,1717486193,9.35,0.0,0.6,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,367.0,63.1903166603297,14.657613867893815,
2082,1717486194,9.37,0.0,0.6,1.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,367.0,63.19031682796776,14.657613951712847,
2082,1717486195,9.38,0.0,0.6,1.0,98.0,0.0,2.0,0.0,230.0,0.0,17.9,0.0,7.0,7.0,0.0,367.0,63.190316911786795,14.65761411935091,
2082,1717486196,9.4,0.0,0.6,1.0,103.0,0.0,2.0,0.0,230.0,0.0,17.9,0.0,8.0,8.0,0.0,367.0,63.19031707942486,14.657614203169942,
2082,1717486197,9.41,0.0,0.6,1.0,103.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,367.0,63.19031724706292,14.657614286988974,
2082,1717486198,9.43,0.0,0.6,1.0,106.0,64.0,2.0,0.0,360.0,0.0,28.8,0.0,16.0,16.0,0.0,367.0,63.19031733088195,14.657614454627037,
2082,1717486199,9.44,0.0,0.7,1.0,105.0,0.0,2.0,0.0,140.0,0.0,11.8,0.0,13.0,13.0,0.0,367.0,63.19031749852002,14.657614538446069,
2082,1717486200,9.46,0.0,0.7,1.0,104.0,0.0,2.0,0.0,140.0,0.0,11.8,0.0,5.0,5.0,0.0,367.0,63.19031758233905,14.657614706084132,
2082,1717486201,9.48,0.0,0.7,0.0,101.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,367.0,63.19031774997711,14.657614789903164,
2082,1717486202,9.49,0.0,0.7,0.0,97.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031783379614,14.657614957541227,
2082,1717486203,9.51,0.0,0.7,0.0,97.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031800143421,14.657615041360259,
2082,1717486204,9.52,0.0,0.7,0.0,97.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031816907227,14.65761512517929,
2082,1717486205,9.54,0.0,0.7,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.1903182528913,14.657615292817354,
2082,1717486206,9.55,0.0,0.7,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190318420529366,14.657615376636386,
2082,1717486207,9.57,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.1903185043484,14.65761554427445,
2082,1717486208,9.59,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031867198646,14.657615628093481,
2082,1717486209,9.6,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.19031875580549,14.657615795731544,
2082,1717486210,9.62,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190318923443556,14.657615879550576,
2082,1717486211,9.63,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190318923443556,14.65761604718864,
2082,1717486212,9.65,0.0,0.7,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,63.190318923443556,14.657616131007671,
2082,1717486213,11.51,0.0,0.6,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190305177122355,14.657628703862429,
2082,1717486214,11.71,0.0,0.9,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190304758027196,14.657628703862429,
2082,1717486215,11.91,0.0,1.1,0.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030433893204,14.65762878768146,
2082,1717486216,12.1,0.0,1.4,0.0,99.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,366.0,63.19030391983688,14.65762878768146,
2082,1717486217,12.5,0.0,0.7,1.0,102.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,366.0,63.19030098617077,14.65762878768146,
2082,1717486218,12.52,0.0,0.7,2.0,102.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,366.0,63.19030098617077,14.657629122957587,
2082,1717486219,12.54,0.0,0.7,2.0,102.0,45.0,3.0,0.0,540.0,0.0,57.5,0.0,27.0,27.0,0.0,366.0,63.19030098617077,14.657629542052746,
2082,1717486220,12.56,0.0,0.7,2.0,101.0,0.0,4.0,0.0,200.0,0.0,21.8,0.0,22.0,22.0,0.0,366.0,63.1903010699898,14.657629877328873,
2082,1717486221,12.58,0.0,0.7,1.0,102.0,0.0,4.0,0.0,200.0,0.0,21.8,0.0,9.0,9.0,0.0,366.0,63.19030115380883,14.657630212605,
2082,1717486222,12.6,0.0,0.7,0.0,104.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,366.0,63.190301237627864,14.657630547881126,
2082,1717486223,12.62,0.0,0.7,0.0,105.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,366.0,63.190301321446896,14.657630966976285,
2082,1717486224,12.64,0.0,0.7,0.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,366.0,63.19030140526593,14.657631302252412,
2082,1717486225,12.66,0.0,0.7,0.0,108.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,366.0,63.19030148908496,14.657631637528539,
2082,1717486226,12.68,0.0,0.7,0.0,108.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030157290399,14.657632056623697,
2082,1717486227,12.7,0.0,0.7,0.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030165672302,14.657632391899824,
2082,1717486228,12.72,0.0,0.7,0.0,108.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190301740542054,14.657632727175951,
2082,1717486229,12.74,0.0,0.7,0.0,109.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190301824361086,14.65763314627111,
2082,1717486230,12.76,0.0,0.7,0.0,108.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030190818012,14.657633481547236,
2082,1717486231,12.78,0.0,0.7,0.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030199199915,14.657633816823363,
2082,1717486232,12.8,0.0,0.8,0.0,104.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030207581818,14.65763415209949,
2082,1717486233,12.82,0.0,0.8,0.0,103.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030215963721,14.657634571194649,
2082,1717486234,12.84,0.0,0.8,0.0,103.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190302243456244,14.657634906470776,
2082,1717486235,12.86,0.0,0.8,0.0,104.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190302327275276,14.657635241746902,
2082,1717486236,12.88,0.0,0.8,0.0,105.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030241109431,14.657635660842061,
2082,1717486237,12.9,0.0,0.8,0.0,107.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030249491334,14.657635996118188,
2082,1717486238,12.92,0.0,0.8,1.0,106.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,366.0,63.19030257873237,14.657636331394315,
2082,1717486239,12.94,0.0,0.8,2.0,106.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,366.0,63.1903026625514,14.657636666670442,
2082,1717486240,12.96,0.0,0.8,2.0,103.0,83.0,4.0,0.0,250.0,0.0,21.4,0.0,27.0,27.0,0.0,366.0,63.190302746370435,14.6576370857656,
2082,1717486241,12.98,0.0,0.8,2.0,103.0,0.0,5.0,0.0,360.0,0.0,45.9,0.0,28.0,28.0,0.0,366.0,63.19030283018947,14.657637421041727,
2082,1717486242,13.0,0.0,0.8,2.0,103.0,0.0,5.0,0.0,360.0,0.0,45.9,0.0,16.0,16.0,0.0,366.0,63.1903029140085,14.657637756317854,
2082,1717486243,13.02,0.0,0.8,1.0,103.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,366.0,63.19030299782753,14.657638175413013,
2082,1717486244,13.04,0.0,0.8,0.0,103.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,366.0,63.19030308164656,14.65763851068914,
2082,1717486245,13.07,0.0,0.8,0.0,103.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030316546559,14.657638845965266,
2082,1717486246,13.09,0.0,0.8,0.0,104.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.190303249284625,14.657639265060425,
2082,1717486247,13.11,0.0,0.8,0.0,108.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030333310366,14.657639600336552,
2082,1717486248,13.13,0.0,0.8,0.0,105.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030341692269,14.657639935612679,
2082,1717486249,13.15,0.0,0.8,0.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,63.19030350074172,14.657640270888805,
2082,1717486250,13.17,0.0,0.8,1.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,366.0,63.19030358456075,14.657640689983964,
2082,1717486251,13.19,0.0,0.8,2.0,94.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,366.0,63.190303668379784,14.65764102526009,
2082,1717486252,13.21,0.0,0.8,2.0,95.0,58.0,6.0,0.0,350.0,0.0,34.9,0.0,18.0,18.0,0.0,366.0,63.190303752198815,14.657641360536218,
2082,1717486253,13.23,0.0,0.8,2.0,98.0,0.0,6.0,0.0,160.0,0.0,16.2,0.0,14.0,14.0,0.0,366.0,63.19030383601785,14.657641779631376,
2082,1717486254,13.25,0.0,0.8,1.0,100.0,0.0,6.0,0.0,160.0,0.0,16.2,0.0,6.0,6.0,0.0,366.0,63.19030391983688,14.657642114907503,
2082,1717486255,13.27,0.0,0.8,1.0,105.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,366.0,63.19030400365591,14.65764245018363,
2082,1717486256,13.29,0.0,0.9,1.0,108.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,366.0,63.19030408747494,14.657642785459757,
2082,1717486257,13.31,0.0,0.9,2.0,107.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,366.0,63.190304171293974,14.657643204554915,
2082,1717486258,13.33,0.0,0.9,3.0,106.0,0.0,6.0,0.0,340.0,0.0,36.4,0.0,23.0,23.0,0.0,366.0,63.190304255113006,14.657643539831042,
2082,1717486259,13.35,0.0,0.9,3.0,107.0,0.0,7.0,0.0,420.0,0.0,41.9,0.0,24.0,24.0,0.0,366.0,63.19030433893204,14.65764387510717,
2082,1717486260,13.37,0.0,0.9,3.0,107.0,0.0,7.0,0.0,420.0,0.0,41.9,0.0,18.0,18.0,0.0,366.0,63.19030442275107,14.657644294202328,
2082,1717486261,13.39,0.0,0.9,1.0,107.0,0.0,8.0,0.0,170.0,0.0,12.2,0.0,9.0,9.0,0.0,366.0,63.1903045065701,14.657644629478455,
